model_id population "Unitary PSP" syn_weight dynamics_params syn_weight_psp
572375809 i4Pvalb 0.03499999999999659 0.345 exc_to_pv.json 7.8857142857150535
579414994 i4Pvalb 0.029000000000003467 0.345 exc_to_pv.json 7.1379310344819045
476099282 i4Sst 0.08300000000001262 0.345 exc_to_sst.json 4.156626506023464
476753465 i4Sst 0.07699999999999818 0.345 exc_to_sst.json 4.480519480519586
485061364 i4Sst 0.06099999999999284 0.345 exc_to_sst.json 5.655737704918696
501280518 i4Sst 0.060000000000002274 0.345 exc_to_sst.json 5.7499999999997815
501282204 i4Sst 0.03100000000000591 0.345 exc_to_sst.json 11.129032258062393
573622646 i4Sst 0.049000000000006594 0.345 exc_to_sst.json 7.040816326529664
314822529 e5IT 0.06100000000000705 0.345 exc_to_e5it.json 5.655737704917379
468120757 e5IT 0.05100000000000193 0.345 exc_to_e5it.json 6.764705882352684
480169178 e5IT 0.06099999999999284 0.345 exc_to_e5it.json 5.655737704918696
486110216 e5IT 0.0660000000000025 0.345 exc_to_e5it.json 5.227272727272529
485574832 e5ET 0.05099999999998772 0.345 exc_to_e5et.json 6.764705882354569
485838981 e5ET 0.06199999999999761 0.345 exc_to_e5et.json 5.564516129032472
486111903 e5ET 0.06199999999999761 0.345 exc_to_e5et.json 5.564516129032472
488679042 e5ET 0.05099999999998772 0.345 exc_to_e5et.json 6.764705882354569
488680917 e5ET 0.060000000000002274 0.345 exc_to_e5et.json 5.7499999999997815
488683425 e5ET 0.04999999999999716 0.345 exc_to_e5et.json 6.900000000000392
322762730 e5NP 0.05900000000001171 0.345 exc_to_e5np.json 5.847457627117483
487445455 e5NP 0.05500000000000682 0.345 exc_to_e5np.json 6.272727272726494
487664070 e5NP 0.06900000000000261 0.345 exc_to_e5np.json 4.99999999999981
488419491 e5NP 0.046999999999997044 0.345 exc_to_e5np.json 7.340425531915355
488467273 e5NP 0.06900000000000261 0.345 exc_to_e5np.json 4.99999999999981
490263438 e5NP 0.05100000000000193 0.345 exc_to_e5np.json 6.764705882352684
505202906 e5NP 0.04600000000000648 0.345 exc_to_e5np.json 7.499999999998943
558675748 e5NP 0.054000000000002046 0.345 exc_to_e5np.json 6.388888888888646
562999984 e5NP 0.030000000000001137 0.345 exc_to_e5np.json 11.499999999999563
569469018 e5NP 0.06499999999999773 0.345 exc_to_e5np.json 5.307692307692493
569477234 e5NP 0.046999999999997044 0.345 exc_to_e5np.json 7.340425531915355
605141937 e5NP 0.054000000000002046 0.345 exc_to_e5np.json 6.388888888888646
568767467 i5Vip 0.10800000000000409 0.345 exc_to_vip.json 3.194444444444323
591627904 i5Vip 0.07199999999998852 0.345 exc_to_vip.json 4.791666666667431
592819166 i5Vip 0.09799999999999898 0.345 exc_to_vip.json 3.520408163265343
313861608 i5Pvalb 0.04099999999999682 0.345 exc_to_pv.json 8.414634146342117
318556138 i5Pvalb 0.05200000000000671 0.345 exc_to_pv.json 6.634615384614528
320455763 i5Pvalb 0.042999999999992156 0.345 exc_to_pv.json 8.023255813954952
469801569 i5Pvalb 0.0379999999999967 0.345 exc_to_pv.json 9.07894736842184
478949560 i5Pvalb 0.04999999999999716 0.345 exc_to_pv.json 6.900000000000392
480952106 i5Pvalb 0.04999999999999716 0.345 exc_to_pv.json 6.900000000000392
481093525 i5Pvalb 0.04100000000001103 0.345 exc_to_pv.json 8.4146341463392
484742372 i5Pvalb 0.0519999999999925 0.345 exc_to_pv.json 6.634615384616342
487400838 i5Pvalb 0.05000000000001137 0.345 exc_to_pv.json 6.899999999998431
487594856 i5Pvalb 0.05299999999999727 0.345 exc_to_pv.json 6.5094339622644855
488440436 i5Pvalb 0.04999999999999716 0.345 exc_to_pv.json 6.900000000000392
515305346 i5Pvalb 0.03700000000000614 0.345 exc_to_pv.json 9.324324324322777
313862134 i5Sst 0.09799999999999898 0.345 exc_to_sst.json 3.520408163265343
328015342 i5Sst 0.042999999999992156 0.345 exc_to_sst.json 8.023255813954952
328031983 i5Sst 0.056000000000011596 0.345 exc_to_sst.json 6.160714285713009
329224678 i5Sst 0.05499999999999261 0.345 exc_to_sst.json 6.272727272728115
329254830 i5Sst 0.055999999999997385 0.345 exc_to_sst.json 6.1607142857145725
464212183 i5Sst 0.07099999999999795 0.345 exc_to_sst.json 4.859154929577604
473011949 i5Sst 0.03699999999999193 0.345 exc_to_sst.json 9.324324324326358
473593847 i5Sst 0.055999999999997385 0.345 exc_to_sst.json 6.1607142857145725
475057898 i5Sst 0.045000000000001705 0.345 exc_to_sst.json 7.666666666666376
475542907 i5Sst 0.04999999999999716 0.345 exc_to_sst.json 6.900000000000392
475580568 i5Sst 0.06699999999999307 0.345 exc_to_sst.json 5.1492537313438165
482690728 i5Sst 0.07600000000000762 0.345 exc_to_sst.json 4.539473684210071
485058595 i5Sst 0.07099999999999795 0.345 exc_to_sst.json 4.859154929577604
485455285 i5Sst 0.04899999999999238 0.345 exc_to_sst.json 7.040816326531706
486352114 i5Sst 0.08499999999999375 0.345 exc_to_sst.json 4.058823529412063
490173806 i5Sst 0.07299999999999329 0.345 exc_to_sst.json 4.726027397260708
491029832 i5Sst 0.07500000000000284 0.345 exc_to_sst.json 4.599999999999826
491030723 i5Sst 0.04999999999999716 0.345 exc_to_sst.json 6.900000000000392
497560724 i5Sst 0.03900000000000148 0.345 exc_to_sst.json 8.846153846153511
501730497 i5Sst 0.05200000000000671 0.345 exc_to_sst.json 6.634615384614528
526785742 i5Sst 0.04899999999999238 0.345 exc_to_sst.json 7.040816326531706
575637715 i5Sst 0.04599999999999227 0.345 exc_to_sst.json 7.500000000001259
466632464 e6Ntsr1 0.05900000000001171 0.345 exc_to_e6.json 5.847457627117483
471789504 e6Ntsr1 0.07899999999999352 0.345 exc_to_e6.json 4.367088607595295
471800189 e6Ntsr1 0.04899999999999238 0.345 exc_to_e6.json 7.040816326531706
471819401 e6Ntsr1 0.05100000000000193 0.345 exc_to_e6.json 6.764705882352684
485287944 e6Ntsr1 0.05299999999999727 0.345 exc_to_e6.json 6.5094339622644855
485905411 e6Ntsr1 0.05100000000000193 0.345 exc_to_e6.json 6.764705882352684
485938494 e6Ntsr1 0.05200000000000671 0.345 exc_to_e6.json 6.634615384614528
488426904 e6Ntsr1 0.04999999999999716 0.345 exc_to_e6.json 6.900000000000392
488430487 e6Ntsr1 0.04000000000000625 0.345 exc_to_e6.json 8.624999999998652
488432250 e6Ntsr1 0.06900000000000261 0.345 exc_to_e6.json 4.99999999999981
488448839 e6Ntsr1 0.05700000000000216 0.345 exc_to_e6.json 6.052631578947139
488676149 e6Ntsr1 0.07199999999998852 0.345 exc_to_e6.json 4.791666666667431
490259231 e6Ntsr1 0.04899999999999238 0.345 exc_to_e6.json 7.040816326531706
490264167 e6Ntsr1 0.05100000000000193 0.345 exc_to_e6.json 6.764705882352684
490485142 e6Ntsr1 0.054000000000002046 0.345 exc_to_e6.json 6.388888888888646
490718897 e6Ntsr1 0.04099999999999682 0.345 exc_to_e6.json 8.414634146342117
501562903 e6Ntsr1 0.0589999999999975 0.345 exc_to_e6.json 5.847457627118891
501566512 e6Ntsr1 0.046999999999997044 0.345 exc_to_e6.json 7.340425531915355
503286448 e6Ntsr1 0.0379999999999967 0.345 exc_to_e6.json 9.07894736842184
503814817 e6Ntsr1 0.04399999999999693 0.345 exc_to_e6.json 7.840909090909637
507914933 e6Ntsr1 0.09200000000001296 0.345 exc_to_e6.json 3.7499999999994715
508980706 e6Ntsr1 0.04099999999999682 0.345 exc_to_e6.json 8.414634146342117
539742766 e6Ntsr1 0.05700000000000216 0.345 exc_to_e6.json 6.052631578947139
565880475 i6Vip 0.09399999999999409 0.345 exc_to_vip.json 3.6702127659576775
582917630 i6Vip 0.05900000000001171 0.345 exc_to_vip.json 5.847457627117483
585080288 i6Vip 0.08100000000000307 0.345 exc_to_vip.json 4.259259259259098
592816620 i6Vip 0.0799999999999983 0.345 exc_to_vip.json 4.3125000000000915
471087830 i6Pvalb 0.045000000000001705 0.345 exc_to_pv.json 7.666666666666376
478058328 i6Pvalb 0.04800000000000182 0.345 exc_to_pv.json 7.187499999999727
571396942 i6Pvalb 0.04100000000001103 0.345 exc_to_pv.json 8.4146341463392
581404810 i6Pvalb 0.05999999999998806 0.345 exc_to_pv.json 5.750000000001144
473564515 i6Sst 0.057999999999992724 0.345 exc_to_sst.json 5.948275862069711
475512108 i6Sst 0.049000000000006594 0.345 exc_to_sst.json 7.040816326529664
476104386 i6Sst 0.04999999999999716 0.345 exc_to_sst.json 6.900000000000392
502382506 i6Sst 0.05499999999999261 0.345 exc_to_sst.json 6.272727272728115
534141324 i6Sst 0.031999999999996476 0.345 exc_to_sst.json 10.781250000001187
547325858 i6Sst 0.038000000000010914 0.345 exc_to_sst.json 9.078947368418444
